date,start time,peak time,end time,Location,flare type,class,AR_Number,MWC,Z value,P value,C value,MC,Area,DSN,year
1/4/1993,1543,1549,1603,N08W,B,B4.3,7467,A,A,X,X,AX,10,102,1993
1/13/1993,829,914,940,S09W,C,C3.3,7400,B,B,X,O,BXO,30,132,1993
1/17/1993,28,32,46,S10W,C,C1.1,7400,B,D,A,O,DAO,10,85,1993
1/18/1993,539,541,545,S12E,B,B5.9,7401,B,D,A,O,DAO,90,91,1993
1/29/1993,2054,2105,2136,S13W,B,B7.9,7411,B,D,A,O,DAO,40,48,1993
2/2/1993,343,346,425,S16E,C,C6.3,7412,B,C,S,O,CSO,40,48,1993
2/7/1993,1314,1318,1345,S11W,M,M4.3,7530,BD,E,A,I,EAI,60,85,1993
2/13/1993,2254,2254,2258,N08E,C,C1.0,7424,B,D,S,O,DSO,70,129,1993
2/14/1993,1248,1253,1319,S22E,M,M2.0,7427,B,B,X,O,BXO,30,115,1993
2/16/1993,532,543,556,S05E,C,C3.7,7428,A,A,X,X,AX,10,124,1993
2/17/1993,1036,1038,1104,S07W,M,M5.8,7420,B,D,A,O,DAO,90,96,1993
2/17/1993,112,118,131,S20E,C,C4.2,7427,B,C,A,O,CAO,70,96,1993
2/18/1993,928,952,1033,S20E,M,M1.6,7427,B,D,A,I,DAI,50,112,1993
2/18/1993,1340,1344,1348,N10W,C,C1.5,7424,B,C,R,O,CRO,20,112,1993
2/23/1993,517,517,523,N12E,B,B8.8,7433,B,E,K,O,EKO,70,142,1993
2/24/1993,1328,1330,1343,S18E,B,B8.0,7432,B,E,A,O,EAO,40,126,1993
3/13/1993,312,313,324,N17E,C,C3.3,7448,B,F,A,O,FAO,30,98,1993
3/17/1993,757,758,806,N17W,B,B8.1,7448,BG,F,S,O,FSO,50,88,1993
3/18/1993,1154,1201,1227,N17W,C,C1.9,7448,BG,F,S,O,FSO,90,101,1993
3/20/1993,47,100,320,N18W,M,M1.8,7448,BG,D,A,O,DAO,60,103,1993
3/22/1993,100,107,135,S12E,C,C3.8,7452,B,C,S,O,CSO,90,107,1993
3/28/1993,1501,1503,1509,S12E,C,C2.1,7463,A,A,X,X,AX,10,75,1993
3/29/1993,45,47,111,N05E,C,C1.6,7461,B,E,K,O,EKO,50,79,1993
3/30/1993,100,103,145,N04E,M,M2.6,7461,B,E,A,O,EAO,20,85,1993
4/2/1993,1406,1430,1531,N05E,C,C1.8,7418,B,C,R,O,CRO,20,119,1993
4/5/1993,1758,1758,1807,S07W,B,B5.8,7497,B,B,X,I,BXI,20,89,1993
4/9/1993,715,717,742,N10E,B,B4.6,7576,B,C,A,O,CAO,60,32,1993
4/12/1993,112,118,125,S23E,C,C1.2,7629,B,C,A,O,CAO,30,92,1993
4/16/1993,619,621,630,N05E,B,B2.8,7475,B,B,X,O,BXO,30,20,1993
4/17/1993,1442,1446,1459,N08E,B,B8.2,7477,B,C,A,O,CAO,50,52,1993
4/18/1993,432,435,443,N16W,B,B7.8,7473,B,B,X,O,BXO,10,74,1993
4/19/1993,219,231,244,N09E,C,C1.5,7477,B,E,A,I,EAI,40,77,1993
4/20/1993,1413,1417,1429,S14E,B,B7.7,7483,B,B,X,O,BXO,20,135,1993
4/20/1993,215,218,228,N10E,B,B7.3,7477,B,D,A,I,DAI,20,135,1993
4/20/1993,1020,1021,1033,S14E,C,C1.8,7480,B,C,S,O,CSO,0,135,1993
4/21/1993,59,103,128,S14E,B,B8.9,7483,B,D,A,O,DAO,70,149,1993
4/22/1993,1326,1336,1352,N11E,B,B6.7,7477,B,D,K,I,DKI,40,141,1993
4/27/1993,2011,2012,2016,S14W,B,B6.6,7480,B,B,X,O,BXO,10,94,1993
4/28/1993,709,712,730,N09E,B,B6.9,7490,B,D,S,O,DSO,30,82,1993
5/2/1993,1830,1832,1835,N05W,C,C1.3,7418,B,D,A,O,DAO,90,167,1993
5/4/1993,2218,2219,2222,S20W,B,B9.7,7466,B,C,S,O,CSO,50,114,1993
5/19/1993,447,448,514,N10W,B,B3.7,7504,B,C,A,O,CAO,60,18,1993
5/25/1993,743,748,830,N08E,B,B8.6,7512,A,A,X,X,AX,10,68,1993
6/2/1993,2205,2205,2215,N05W,C,C7.9,7418,B,D,S,O,DSO,50,170,1993
6/9/1993,1131,1134,1142,N09E,B,B1.1,7576,B,C,S,O,CSO,30,19,1993
6/20/1993,805,807,813,S18W,B,B2.2,7525,B,C,S,O,CSO,20,34,1993
6/22/1993,1320,1328,1352,S17W,C,C1.5,7525,B,D,A,O,DAO,80,38,1993
6/25/1993,607,607,618,N02W,C,C1.9,7528,B,D,A,O,DAO,30,82,1993
6/26/1993,147,148,151,S10E,M,M1.1,7530,B,D,A,O,DAO,10,82,1993
6/28/1993,913,921,944,S13E,C,C1.3,7529,B,C,K,O,CKO,10,96,1993
7/6/1993,1319,1319,1341,N04W,B,B8.4,7519,B,C,A,O,CAO,20,101,1993
7/9/1993,1820,1823,1825,N09W,B,B1.8,7576,B,B,X,X,BX,10,17,1993
7/12/1993,21,45,118,S22E,C,C3.8,7629,BD,E,A,I,EAI,0,91,1993
7/12/1993,820,829,903,S18W,B,B9.3,7627,B,C,S,O,CSO,70,91,1993
8/1/1993,1019,1022,1024,S17W,B,B6.9,7394,B,B,X,O,BXO,60,122,1993
8/4/1993,123,125,133,S12W,B,B8.8,7469,BG,E,A,I,EAI,0,123,1993
8/5/1993,311,314,344,N15E,C,C2.8,7496,BG,D,A,I,DAI,30,104,1993
8/11/1993,2154,2202,2225,S20E,B,B5.7,7617,B,B,X,O,BXO,20,45,1993
8/12/1993,150,152,155,S22E,C,C1.0,7629,BG,E,A,I,EAI,10,80,1993
8/14/1993,37,39,43,S02E,B,B9.3,7563,B,D,A,I,DAI,70,58,1993
8/23/1993,1405,1405,1409,S09E,B,B3.1,7566,B,C,A,O,CAO,80,62,1993
8/26/1993,1038,1038,1048,N07E,B,B2.3,7573,B,D,A,O,DAO,70,65,1993
9/3/1993,1517,1518,1625,S06W,B,B9.6,7440,BG,E,K,O,EKO,70,125,1993
9/4/1993,2011,2022,2034,S05W,C,C1.2,7470,B,D,A,I,DAI,80,132,1993
9/10/1993,12,19,38,S17W,C,C1.5,7592,B,E,K,I,EKI,10,96,1993
9/28/1993,158,158,201,N12E,C,C1.1,7590,B,E,K,I,EKI,50,72,1993
10/2/1993,2151,2153,2208,N11W,C,C1.4,7419,B,B,X,O,BXO,10,160,1993
10/4/1993,1739,1747,1823,S07W,C,C6.6,7470,B,C,R,O,CRO,40,120,1993
10/8/1993,21,22,45,N10W,B,B6.2,7558,B,E,S,O,ESO,70,96,1993
10/13/1993,1303,1315,1326,S21E,B,B7.1,7597,B,E,A,O,EAO,40,47,1993
10/19/1993,846,847,859,N06W,B,B2.8,7601,A,A,X,X,AX,40,55,1993
11/1/1993,43,44,48,N06E,C,C1.7,7399,B,B,X,O,BXO,60,125,1993
11/2/1993,2308,2313,2325,N12W,C,C1.2,7419,B,B,X,O,BXO,20,133,1993
11/14/1993,103,103,109,N09E,C,C2.5,7618,B,D,A,I,DAI,0,30,1993
11/15/1993,1920,1920,1944,N08E,B,B8.2,7618,B,E,K,O,EKO,60,37,1993
11/18/1993,1149,1212,1214,N08E,B,B5.1,7618,B,D,K,I,DKI,0,50,1993
11/20/1993,345,355,455,N08W,C,C1.3,7618,BD,D,K,I,DKI,20,58,1993
11/24/1993,1417,1418,1422,N12E,C,C1.2,7622,B,C,A,O,CAO,0,73,1993
11/26/1993,1708,1710,1731,N04W,C,C1.2,7620,B,E,S,I,ESI,50,62,1993
12/1/1993,602,624,650,S12W,C,C1.9,7391,B,D,S,I,DSI,90,129,1993
12/8/1993,1401,1404,1406,N08W,B,B2.8,7562,B,D,A,I,DAI,40,86,1993
12/10/1993,2029,2112,2257,S21E,C,C1.5,7597,B,E,A,O,EAO,10,71,1993
12/11/1993,221,222,228,N08E,M,M2.0,7618,B,C,R,O,CRO,50,20,1993
12/28/1993,227,253,331,N09W,C,C8.4,7640,BG,F,A,I,FAI,0,85,1993
12/29/1993,218,220,237,N10W,C,C1.9,7640,BG,F,K,I,FKI,60,102,1993
12/31/1993,526,536,555,N08W,C,C2.8,7640,BG,F,K,I,FKI,70,139,1993
1/3/1994,1951,1954,2004,S13E,B,B9.9,7680,B,D,R,O,DRO,90,73,1994
1/25/1994,343,345,355,N13W,C,C1.2,7658,B,D,A,O,DAO,30,97,1994
1/27/1994,340,343,404,N08W,C,C4.6,7654,BD,D,K,I,DKI,90,85,1994
1/28/1994,1625,1626,1638,N08W,M,M1.8,7654,BD,D,K,I,DKI,0,72,1994
1/29/1994,906,909,913,N12W,C,C6.6,7658,B,D,A,O,DAO,90,63,1994
2/11/1994,1054,1100,1121,N13W,B,B4.6,7794,B,E,S,O,ESO,0,79,1994
3/9/1994,1146,1148,1152,S07E,B,B3.6,7773,BG,E,K,I,EKI,0,93,1994
3/17/1994,459,501,512,N19W,B,B2.3,7688,B,C,A,O,CAO,50,33,1994
3/23/1994,1305,1305,1311,N08W,B,B1.9,7693,B,C,R,O,CRO,60,33,1994
4/16/1994,1336,1338,1344,N07E,B,B2.3,7701,B,E,S,O,ESO,80,20,1994
4/19/1994,1644,1647,1705,N08E,C,C2.1,7704,A,A,X,X,AX,20,36,1994
4/21/1994,1636,1637,1642,N05E,B,B2.6,7705,B,C,R,O,CRO,10,53,1994
5/9/1994,52,53,101,S08E,B,B3.0,7773,B,E,K,I,EKI,60,102,1994
6/6/1994,1252,1300,1319,S16W,C,C2.3,7729,B,B,X,O,BXO,10,17,1994
6/17/1994,1145,1147,1153,N13W,B,B8.4,7734,B,D,A,O,DAO,40,60,1994
6/29/1994,1336,1338,1341,S10E,B,B4.8,7742,BD,D,A,I,DAI,80,37,1994
7/1/1994,111,115,129,S09W,C,C2.3,7646,BG,E,K,I,EKI,0,138,1994
7/1/1994,1519,1524,1545,N06E,B,B7.3,7650,B,C,S,O,CSO,40,138,1994
7/12/1994,442,457,524,S10E,B,B8.3,7813,B,D,S,O,DSO,70,25,1994
8/1/1994,800,802,806,S15W,B,B9.4,7647,B,C,R,O,CRO,40,119,1994
8/15/1994,102,110,131,S12W,C,C1.1,7765,BG,E,A,I,EAI,40,64,1994
8/26/1994,1911,1912,1934,S08E,B,B1.3,7770,B,C,R,O,CRO,20,18,1994
9/1/1994,301,303,306,S10W,B,B7.3,7646,B,D,A,O,DAO,50,97,1994
9/12/1994,1201,1206,1244,S15E,B,B5.4,7814,B,C,S,O,CSO,30,52,1994
9/18/1994,1808,1808,1815,N17E,B,B2.1,7779,B,C,A,O,CAO,20,35,1994
10/1/1994,2134,2136,2139,N07W,B,B9.5,7648,B,D,K,O,DKO,0,69,1994
10/12/1994,1421,1423,1423,S11E,B,B2.7,7815,B,D,A,O,DAO,80,54,1994
10/19/1994,2235,2313,2351,N12W,M,M3.2,7790,B,F,S,I,FSI,60,86,1994
10/28/1994,1846,1848,1900,N16E,B,B5.7,7794,B,E,A,I,EAI,80,87,1994
11/1/1994,411,412,437,N07W,C,C1.8,7648,B,E,A,O,EAO,10,62,1994
11/6/1994,1733,1734,1737,N08E,B,B1.8,7731,B,D,A,O,DAO,0,89,1994
11/29/1994,2216,2217,2240,S16W,B,B3.5,7811,B,C,A,O,CAO,40,18,1994
12/8/1994,549,549,555,S12E,B,B2.2,7765,B,B,X,O,BXO,20,55,1994
12/16/1994,1938,1938,1944,S11W,B,B4.1,7815,B,E,A,O,EAO,10,32,1994
12/22/1994,6,9,12,N01E,B,B2.4,7817,B,E,S,I,ESI,60,37,1994
12/26/1994,43,46,54,S02W,B,B9.3,7817,B,E,S,O,ESO,20,53,1994
1/15/1995,1832,1838,1857,S07E,B,B6.1,7827,B,D,A,O,DAO,10,16,1995
1/22/1995,1740,1741,1747,N12E,B,B1.9,7830,B,D,S,I,DSI,40,72,1995
1/23/1995,12,14,19,N12E,B,B5.6,7830,B,D,S,I,DSI,0,73,1995
1/23/1995,1253,1314,1357,S12E,C,C1.4,7829,B,D,S,O,DSO,70,73,1995
1/25/1995,1223,1223,1231,S13W,B,B3.7,7829,B,C,S,O,CSO,50,66,1995
1/26/1995,1643,1644,1654,N11W,B,B2.5,7830,BG,E,A,O,EAO,70,40,1995
1/28/1995,211,211,215,S13W,B,B6.6,7829,B,B,X,O,BXO,20,34,1995
1/29/1995,2024,2026,2032,S18E,B,B2.4,7833,B,C,R,O,CRO,30,24,1995
2/16/1995,2058,2100,2104,S14E,B,B1.4,7843,B,B,X,O,BXO,10,40,1995
2/17/1995,2042,2048,2058,S14E,B,B4.7,7843,B,B,X,O,BXO,50,51,1995
2/21/1995,250,252,256,S14E,C,C1.3,7843,BG,E,A,I,EAI,0,69,1995
2/23/1995,942,942,948,S14W,B,B1.3,7843,B,C,S,I,CSI,60,64,1995
3/15/1995,1808,1813,1819,S15E,B,B5.0,7854,B,D,A,O,DAO,50,25,1995
3/21/1995,1241,1245,1300,S17W,B,B2.2,7854,B,E,A,O,EAO,40,62,1995
3/21/1995,9,19,31,N16E,B,B3.4,7857,B,C,A,O,CAO,60,62,1995
3/22/1995,16,23,25,S16W,B,B6.2,7854,BG,C,S,O,CSO,40,67,1995
3/23/1995,1539,1554,1602,S17W,B,B4.7,7854,B,E,A,I,EAI,50,65,1995
3/29/1995,6,6,8,S15E,B,B1.8,7858,BG,D,A,I,DAI,80,34,1995
4/13/1995,134,137,140,S04E,C,C1.4,7863,B,C,S,O,CSO,90,48,1995
4/14/1995,1432,1432,1438,S04E,B,B2.1,7863,BG,E,A,I,EAI,80,53,1995
4/19/1995,42,44,45,S04W,B,B2.6,7863,B,E,A,I,EAI,60,53,1995
5/16/1995,325,327,329,N09W,B,B5.7,7870,B,D,K,I,DKI,50,54,1995
5/17/1995,2007,2007,2017,S13W,B,B8.0,7871,B,D,A,I,DAI,40,58,1995
5/19/1995,23,26,28,S15W,B,B2.6,7871,B,E,H,I,EHI,40,47,1995
6/3/1995,822,831,936,S15W,C,C3.5,7848,B,C,S,O,CSO,80,57,1995
6/21/1995,1138,1138,1143,N06E,B,B1.3,7882,B,C,S,O,CSO,90,22,1995
7/2/1995,734,737,739,S12W,B,B2.7,7834,BG,D,A,I,DAI,0,24,1995
7/6/1995,404,407,412,S01W,B,B3.3,7874,B,C,A,O,CAO,20,40,1995
8/24/1995,318,320,337,N05W,B,B9.9,7901,B,C,S,O,CSO,30,40,1995
8/27/1995,852,853,905,N04W,B,B4.6,7901,B,C,A,O,CAO,50,41,1995
10/14/1995,655,700,706,S10E,C,C5.2,7912,BG,E,S,O,ESO,90,78,1995
10/15/1995,101,101,104,S10E,B,B6.1,7912,B,E,S,O,ESO,80,45,1995
10/20/1995,554,558,751,S09W,M,M1.5,7912,B,C,S,O,CSO,20,26,1995
11/28/1995,1346,1352,1423,N08E,B,B8.1,7929,A,A,X,X,AX,10,14,1995
12/2/1995,1230,1232,1236,N10E,B,B1.1,7838,B,C,S,O,CSO,20,21,1995
1/31/1996,1722,1732,1735,N09W,B,B2.8,7944,B,B,X,X,BX,10,13,1996
6/23/1996,2211,2217,2221,N12E,C,C1.2,7976,B,B,X,O,BXO,20,24,1996
9/7/1996,149,204,222,S10W,M,M1.4,7978,B,D,A,I,DAI,40,39,1996
10/8/1996,2120,2133,2153,N10W,B,B1.5,7982,B,B,X,O,BXO,30,20,1996
10/12/1996,1430,1431,1437,S29W,B,B1.3,8003,B,B,X,O,BXO,50,17,1996
11/5/1996,1617,1618,1624,S08E,B,B1.3,7964,A,A,X,X,AX,10,25,1996
11/12/1996,358,400,410,S28W,B,B1.4,8003,B,D,S,O,DSO,20,29,1996
11/30/1996,1716,1716,1720,S04W,C,C1.0,7999,B,E,H,I,EHI,80,35,1996
4/11/1997,113,116,120,S20W,C,C3.7,8100,B,F,K,C,FKC,0,76,1997
5/25/1997,1338,1359,1409,S28E,B,B4.8,8046,A,A,X,X,AX,20,40,1997
5/27/1997,931,957,1007,N02W,C,C4.6,8045,B,B,X,O,BXO,20,34,1997
6/8/1997,559,606,612,N20W,B,B4.9,8069,B,D,S,O,DSO,50,53,1997
6/9/1997,1115,1119,1123,N21E,B,B4.2,8082,B,C,S,O,CSO,50,65,1997
7/11/1997,918,926,937,N22W,C,C1.0,8103,BG,C,S,O,CSO,50,56,1997
7/24/1997,651,657,711,N27W,B,B2.7,8062,B,B,X,O,BXO,10,36,1997
7/27/1997,1827,1833,1837,N24E,B,B2.2,8066,B,B,X,O,BXO,20,31,1997
8/9/1997,1024,1030,1039,S25E,C,C2.3,8085,B,F,H,I,FHI,0,101,1997
8/29/1997,611,615,619,N29E,B,B3.1,8076,BG,E,S,I,ESI,20,51,1997
9/10/1997,1147,1202,1218,N24E,B,B9.2,8092,B,B,X,O,BXO,10,29,1997
9/14/1997,626,632,639,S25W,B,B5.1,8085,B,F,H,O,FHO,60,82,1997
9/14/1997,1658,1702,1706,N28E,C,C1.5,8086,B,C,S,O,CSO,80,82,1997
9/14/1997,1351,1359,1420,N22W,B,B6.7,8084,BG,E,S,O,ESO,30,82,1997
9/15/1997,1835,1842,1844,N28E,C,C1.4,8086,B,D,A,O,DAO,40,76,1997
9/16/1997,640,648,704,N22W,B,B6.5,8084,BG,E,S,O,ESO,20,71,1997
10/10/1997,323,359,414,N24E,B,B3.8,8092,B,B,X,O,BXO,10,32,1997
10/31/1997,1933,1938,1940,S20E,B,B4.4,8100,B,D,K,I,DKI,0,50,1997
11/14/1997,1505,1509,1514,N29W,B,B8.2,8106,B,C,H,O,CHO,60,49,1997
11/15/1997,121,142,156,N19E,C,C2.2,8108,BG,C,A,O,CAO,30,39,1997
11/27/1997,108,114,128,N19E,B,B8.4,8113,B,E,K,O,EKO,10,40,1997
12/9/1997,16,28,30,N22W,B,B8.5,8084,BG,E,A,O,EAO,60,103,1997
12/12/1997,2205,2232,2305,N25W,B,B9.4,8116,A,A,X,X,AX,20,92,1997
12/25/1997,207,212,217,S22E,B,B4.7,8124,BG,E,S,I,ESI,60,57,1997
1/1/1998,120,134,139,S22W,C,C1.8,8124,B,D,S,O,DSO,90,54,1998
1/3/1998,204,210,217,S21W,B,B7.8,8169,B,C,S,O,CSO,40,88,1998
1/9/1998,211,214,220,N19W,C,C3.4,8319,B,E,K,C,EKC,70,142,1998
1/11/1998,1318,1322,1325,S25E,B,B5.2,8373,B,B,X,O,BXO,10,49,1998
2/1/1998,1218,1232,1241,N19W,C,C1.2,8126,B,D,S,O,DSO,60,43,1998
2/12/1998,905,909,912,N17E,C,C1.3,8402,B,F,A,I,FAI,50,144,1998
2/14/1998,932,952,1008,S24E,B,B8.5,8156,B,E,S,O,ESO,40,95,1998
3/3/1998,244,252,257,S24W,C,C1.0,8171,B,E,S,I,ESI,20,52,1998
3/5/1998,1558,1605,1613,N27E,C,C1.0,8214,B,E,S,I,ESI,80,97,1998
3/6/1998,1307,1310,1314,N27E,B,B5.3,8233,B,B,X,O,BXO,10,70,1998
3/12/1998,434,438,444,N14E,C,C1.0,8397,B,C,A,O,CAO,80,147,1998
3/17/1998,320,327,331,S22W,C,C2.0,8179,BG,E,K,I,EKI,50,88,1998
3/21/1998,1820,1826,1832,S21W,C,C1.1,8179,BG,F,K,I,FKI,50,103,1998
3/28/1998,1138,1143,1151,S26W,B,B5.7,8189,B,C,S,O,CSO,20,84,1998
5/5/1998,1610,1615,1618,N26W,C,C1.2,8214,B,E,H,I,EHI,80,104,1998
5/9/1998,623,626,629,S22W,C,C1.3,8323,B,E,K,I,EKI,60,114,1998
5/14/1998,752,756,758,N23E,B,B9.1,8222,BG,C,A,O,CAO,90,108,1998
6/4/1998,1715,1741,1759,S18E,C,C3.4,8194,B,D,S,O,DSO,60,83,1998
6/8/1998,1026,1033,1043,N27W,C,C1.0,8283,B,D,S,O,DSO,50,129,1998
6/8/1998,1117,1127,1143,S23E,C,C1.0,8293,B,F,S,O,FSO,20,129,1998
6/11/1998,239,243,246,N19W,C,C4.4,8375,BG,D,A,C,DAC,30,129,1998
6/21/1998,58,102,104,N17W,B,B6.8,8243,B,D,A,I,DAI,70,82,1998
6/25/1998,1836,1839,1849,N18E,C,C1.0,8253,B,C,S,C,CSC,40,96,1998
7/5/1998,735,739,744,S22E,C,C4.8,8218,B,D,A,O,DAO,20,93,1998
7/8/1998,1616,1622,1626,S21E,C,C1.2,8293,B,F,A,C,FAC,20,137,1998
7/10/1998,1155,1158,1200,S21E,B,B7.8,8355,B,D,K,O,DKO,0,93,1998
7/14/1998,808,812,816,S22E,B,B4.5,8270,BG,D,A,O,DAO,20,60,1998
8/8/1998,813,822,827,N14E,C,C2.1,8299,B,C,K,O,CKO,0,127,1998
8/10/1998,1245,1249,1251,S22E,C,C2.3,8355,B,D,A,I,DAI,40,130,1998
8/19/1998,1014,1029,1040,N17W,C,C5.8,8299,B,D,A,I,DAI,60,133,1998
8/29/1998,454,459,507,N20W,C,C1.7,8319,B,D,A,O,DAO,60,134,1998
8/30/1998,36,41,49,N19W,C,C1.8,8319,B,D,K,O,DKO,60,154,1998
9/12/1998,503,511,514,N17W,C,C1.2,8402,B,D,S,O,DSO,30,159,1998
9/14/1998,935,939,941,S23E,B,B8.8,8335,B,D,K,O,DKO,90,111,1998
9/21/1998,736,806,823,N18E,C,C2.8,8340,B,D,K,O,DKO,10,178,1998
9/27/1998,806,813,823,N21W,C,C2.6,8340,B,C,K,O,CKO,60,108,1998
10/1/1998,1812,1817,1820,S27E,B,B3.3,8131,B,B,X,O,BXO,10,14,1998
10/12/1998,2343,2348,2351,S22W,B,B9.3,8404,BG,E,A,C,EAC,70,157,1998
10/13/1998,1839,1844,1850,N23W,B,B6.8,8359,B,B,X,O,BXO,10,68,1998
10/16/1998,2123,2131,2136,N15W,C,C2.7,8358,B,C,S,O,CSO,80,132,1998
10/18/1998,138,145,152,N16W,M,M2.4,8358,B,D,S,C,DSC,90,149,1998
11/12/1998,2007,2011,2014,S29E,C,C1.1,8409,B,D,S,O,DSO,30,153,1998
11/13/1998,309,313,320,S16E,C,C1.9,8383,B,E,S,O,ESO,80,116,1998
11/25/1998,940,945,950,S19E,C,C2.4,8393,B,C,S,O,CSO,50,112,1998
11/25/1998,2246,2250,2253,S23E,C,C1.1,8392,B,B,X,O,BXO,20,112,1998
12/4/1998,626,631,635,S23E,B,B9.8,8202,B,B,X,O,BXO,20,106,1998
12/5/1998,449,527,651,S20E,C,C1.2,8218,B,E,A,I,EAI,80,96,1998
12/9/1998,1249,1257,1307,N25E,C,C1.1,8331,B,E,A,I,EAI,0,131,1998
12/9/1998,136,139,145,N13W,C,C1.2,8333,B,D,A,O,DAO,70,131,1998
12/10/1998,1406,1410,1416,S21W,B,B3.8,8354,A,A,X,X,AX,10,59,1998
12/11/1998,705,709,713,S16E,C,C1.9,8383,B,E,A,O,EAO,0,96,1998
12/15/1998,1047,1053,1057,S28W,C,C1.0,8409,BG,E,S,I,ESI,60,105,1998
12/17/1998,2258,2306,2310,N19E,C,C8.3,8415,B,C,R,O,CRO,30,71,1998
12/18/1998,302,307,311,N18E,C,C3.1,8415,B,D,A,O,DAO,40,87,1998
12/20/1998,507,514,521,N20E,C,C3.4,8415,B,E,A,I,EAI,50,73,1998
12/29/1998,739,744,750,N26E,C,C2.6,8421,BG,E,A,C,EAC,80,140,1998
12/31/1998,51,55,59,N27W,C,C2.8,8421,BG,E,K,I,EKI,80,134,1998
1/3/1999,337,345,355,N29W,C,C1.7,8471,B,E,A,O,EAO,0,116,1999
1/7/1999,704,709,719,N21W,C,C2.8,8596,B,E,A,O,EAO,40,215,1999
1/7/1999,808,812,814,N17E,C,C4.8,8613,B,D,A,O,DAO,40,215,1999
1/11/1999,130,142,155,S19E,C,C3.7,8749,B,E,A,O,EAO,10,163,1999
1/11/1999,2113,2116,2119,S24W,B,B8.9,8741,B,E,A,O,EAO,50,163,1999
1/12/1999,751,757,802,N10W,C,C1.0,8782,B,E,A,I,EAI,30,142,1999
1/16/1999,134,137,140,S24E,C,C1.5,8439,BG,F,A,C,FAC,90,115,1999
1/16/1999,33,34,39,N19E,C,C1.0,8440,BG,D,A,C,DAC,20,115,1999
1/17/1999,56,103,105,N20E,C,C1.8,8440,BG,E,A,I,EAI,70,129,1999
1/19/1999,500,507,513,N19E,C,C2.6,8440,B,F,S,I,FSI,0,168,1999
1/22/1999,2050,2054,2057,N19W,C,C1.7,8447,A,A,X,X,AX,10,150,1999
1/24/1999,812,820,825,N19W,C,C5.5,8444,B,D,A,O,DAO,60,94,1999
1/26/1999,1836,1844,1854,N19W,C,C7.9,8447,B,B,X,O,BXO,30,42,1999
2/2/1999,2130,2134,2138,S25E,B,B4.3,8453,B,B,X,O,BXO,20,37,1999
2/3/1999,1447,1519,1530,N28W,C,C6.2,8471,B,E,A,O,EAO,30,132,1999
2/7/1999,342,357,411,N18E,C,C4.7,8613,B,C,S,O,CSO,40,223,1999
2/17/1999,1307,1317,1327,N20W,C,C1.2,8462,B,D,A,O,DAO,90,181,1999
3/1/1999,1449,1514,1552,S23W,C,C6.2,8422,B,C,S,O,CSO,80,80,1999
3/6/1999,943,949,953,S15W,C,C2.3,8562,BG,D,A,I,DAI,40,197,1999
3/8/1999,253,256,259,S17W,C,C2.5,8647,B,D,A,I,DAI,60,229,1999
3/10/1999,930,950,957,N18E,C,C3.3,8716,B,C,S,O,CSO,20,98,1999
3/16/1999,932,942,959,N23W,C,C4.1,8485,G,F,K,I,FKI,80,146,1999
4/8/1999,411,414,417,S17W,C,C4.4,8647,B,E,K,O,EKO,0,193,1999
4/10/1999,729,816,844,N13E,C,C5.0,8720,B,C,S,O,CSO,20,111,1999
4/11/1999,51,102,110,S19W,C,C2.2,8749,BG,E,H,O,EHO,40,134,1999
4/20/1999,142,146,148,S15E,B,B9.7,8518,B,D,A,I,DAI,90,73,1999
4/21/1999,1152,1156,1200,N34W,B,B5.8,8521,B,B,X,O,BXO,10,62,1999
4/25/1999,746,752,757,N30E,B,B5.9,8523,B,B,X,O,BXO,10,66,1999
4/28/1999,1206,1211,1216,N33W,B,B5.9,8523,B,D,A,O,DAO,60,81,1999
4/29/1999,1156,1211,1220,N22W,C,C1.3,8524,B,E,K,O,EKO,80,90,1999
5/7/1999,1149,1203,1218,S25W,C,C4.3,8611,BG,F,A,I,FAI,40,199,1999
5/8/1999,1939,1944,1950,N26W,C,C2.2,8651,B,F,K,I,FKI,20,193,1999
5/24/1999,644,648,651,N31E,C,C1.0,8551,B,C,S,O,CSO,60,120,1999
5/24/1999,1349,1353,1357,S14E,C,C1.8,8550,B,E,A,O,EAO,0,120,1999
5/26/1999,853,857,859,N18E,C,C2.7,8552,B,E,K,O,EKO,50,160,1999
5/27/1999,1259,1304,1309,N18E,C,C3.4,8552,B,E,K,O,EKO,40,167,1999
5/29/1999,1615,1620,1623,N25W,B,B7.9,8554,B,D,R,O,DRO,20,162,1999
5/31/1999,802,810,819,S24E,C,C4.8,8560,B,D,S,O,DSO,30,153,1999
6/4/1999,2035,2040,2042,N11E,B,B7.5,8507,B,C,S,O,CSO,30,135,1999
6/8/1999,132,138,143,N19W,C,C2.7,8656,B,C,R,O,CRO,40,167,1999
6/9/1999,1207,1213,1219,N17W,B,B6.2,8682,B,D,A,O,DAO,50,86,1999
6/23/1999,649,709,735,N23E,M,M1.7,8598,B,F,A,O,FAO,80,217,1999
6/24/1999,1736,1739,1744,N22E,C,C1.8,8592,B,C,S,O,CSO,60,293,1999
6/29/1999,1753,1803,1809,S15E,C,C3.0,8603,B,E,A,I,EAI,90,241,1999
6/29/1999,1240,1247,1255,N21W,C,C2.8,8596,B,E,A,I,EAI,10,241,1999
7/7/1999,341,345,347,S25W,C,C1.8,8611,B,F,A,I,FAI,20,179,1999
7/8/1999,56,115,122,N19W,C,C7.1,8656,B,D,R,O,DRO,30,152,1999
